Time,GyroscopeX,GyroscopeY,GyroscopeZ 
-0.144017,17.36,-1.951,-1.837
-0.133557,16.87,-0.001,-3.625
-0.123097,16.66,2.084,-4.964
-0.112637,17.01,4.034,-5.544
-0.102177,17.78,5.226,-5.049
-0.091717,18.41,6.293,-4.648
-0.081257,17.85,6.751,-3.217
-0.070797,17.5,6.585,-1.469
-0.060337,17.01,6.638,0.246
-0.049877,16.17,6.334,1.97
-0.039417,14.84,5.114,3.247
-0.028957,13.02,3.962,4.537
-0.018497,10.71,2.746,5.389
-0.008022,8.33,1.615,5.758
0.002453,6.37,0.666,6.301
0.012928,4.06,-0.263,7.133
0.023403,1.89,-0.996,8.07
0.033878,0.14,-0.867,7.737
0.044353,-1.89,-0.701,5.989
0.054828,-4.06,-0.21,4.014
0.065303,-6.51,0.377,2.697
0.075778,-9.38,0.937,1.942
0.086253,-12.81,1.862,2.745
0.096728,-15.89,1.558,4.468
0.107203,-18.41,1.449,6.297
0.11767,-19.46,0.982,8.134
0.128137,-19.18,1.173,9.874
0.138604,-17.64,1.502,10.429
0.149071,-15.4,2.28,9.642
0.159538,-12.67,3.642,7.963
0.170005,-10.29,4.972,6.066
0.180472,-9.03,6.116,4.419
0.190939,-9.03,6.675,3.665
0.201406,-10.36,7.052,3.945
0.211873,-12.04,6.991,4.289
0.22234,-13.93,6.29,4.237
0.232807,-15.19,6.335,4.387
0.243274,-15.82,5.848,4.727
0.253772,-15.54,5.28,5.125
0.26427,-14.91,4.875,5.409
0.274768,-13.86,4.19,6.07
0.285266,-12.74,3.707,7.193
0.295764,-11.34,3.115,7.728
0.306262,-10.5,3.18,8.166
0.31676,-9.17,3.079,7.935
0.327258,-8.75,2.884,7.83
0.337756,-8.68,2.868,7.116
0.348254,-8.82,3.529,6.593
0.358752,-9.52,3.65,5.904
0.36925,-10.57,4.185,5.287
0.379776,-11.83,5.033,4.513
0.390302,-13.44,5.844,3.945
0.400828,-15.47,6.687,3.596
0.411354,-17.64,7.048,3.162
0.42188,-20.09,7.754,2.789
0.432406,-22.82,8.423,2.622
0.442932,-26.25,8.5,2.991
0.453458,-30.03,8.439,3.336
0.463984,-33.67,8.893,3.985
0.47451,-37.17,8.715,4.593
0.485036,-40.6,8.378,4.889
0.495562,-43.61,8.849,5.043
0.506088,-46.9,8.557,5.489
0.516608,-49.28,8.22,5.785
0.527128,-51.24,8.123,6.337
0.537648,-53.97,8.143,6.625
0.548168,-55.93,7.495,7.079
0.558688,-57.61,6.878,7.752
0.569208,-58.87,6.145,8.689
0.579728,-59.85,5.536,9.719
0.590248,-59.64,4.839,10.449
0.600768,-58.38,4.409,10.871
0.611288,-57.05,3.57,10.794
0.621808,-54.95,3.513,10.713
0.632328,-52.43,3.136,10.433
0.642848,-49.84,2.657,9.922
0.653368,-47.39,2.191,9.342
0.663912,-45.01,2.021,9.099
0.674456,-43.19,1.287,8.828
0.685,-41.51,1.242,8.678
0.695544,-39.41,0.982,8.134
0.706088,-37.31,0.621,7.36
0.716632,-35.49,0.573,6.427
0.727176,-33.46,-0.019,5.754
0.73772,-31.57,-0.36,5.267
0.748264,-29.82,-0.717,5.276
0.758808,-28.14,-0.887,5.032
0.769352,-26.67,-0.855,4.043
0.779886,-25.06,-1.249,3.05
0.79042,-23.52,-1.261,1.91
0.800954,-22.05,-1.326,1.472
0.811488,-21.07,-1.873,0.949
0.822022,-20.3,-2.299,0.945
0.832556,-19.53,-2.372,1.359
0.84309,-18.48,-2.283,1.659
0.853624,-17.43,-2.092,0.982
0.864158,-16.24,-1.95,0.58
0.874692,-15.33,-1.756,0.686
0.885226,-13.79,-1.456,0.596
0.89576,-12.6,-1.306,0.552
0.906294,-11.9,-0.734,0.937
0.916849,-11.55,-0.316,0.584
0.927404,-10.92,-0.085,0.483
0.937959,-11.13,-0.085,0.483
0.948514,-10.29,0.097,0.657
0.959069,-9.24,0.377,0.28
0.969624,-8.26,-0.114,-0.162
0.980179,-6.79,-0.215,-0.393
0.990734,-5.18,-0.146,-0.381
1.001289,-3.85,-0.466,-0.58
1.011844,-2.87,-0.742,-0.628
1.022399,-2.38,-1.213,-0.782
1.032954,-1.96,-1.488,-0.831
1.043496,-1.75,-1.744,-0.592
1.054038,-1.4,-2.121,-0.872
1.06458,-1.19,-2.072,-1.147
1.075122,-1.12,-2.368,-1.484
1.085664,-1.05,-2.729,-1.05
1.096206,-1.05,-2.794,-1.488
1.106748,-0.84,-3.123,-2.043
1.11729,-0.42,-3.038,-2.526
1.127832,-0.21,-2.928,-3.146
1.138374,0.21,-3.111,-3.321
1.148916,1.12,-3.2,-3.621
1.159458,2.17,-3.09,-3.033
1.17,2.94,-3.784,-2.728
1.180542,3.15,-3.901,-2.465
1.191075,3.78,-4.319,-2.112
1.201608,4.13,-3.946,-1.407
1.212141,4.69,-3.763,-1.232
1.222674,4.9,-3.796,-1.451
1.233207,5.11,-3.252,-1.711
1.24374,5.11,-2.445,-1.853
1.254273,4.9,-2.527,-1.796
1.264806,4.83,-2.271,-2.035
1.275339,5.46,-1.691,-1.293
1.285872,5.6,-1.857,-0.754
1.296405,6.37,-1.342,-0.45
1.306938,6.86,-0.758,-0.134
1.317441,7.07,0.126,0.093
1.327944,7.21,0.199,-0.32
1.338447,7.07,0.543,-0.26
1.34895,6.93,1.111,-0.657
1.359453,6.72,1.273,-0.771
1.369956,6.58,1.135,-0.795
1.380459,5.39,0.953,-0.969
1.390962,4.55,0.77,-1.144
1.401465,3.5,0.588,-1.318
1.411968,2.24,0.085,-1.691
1.422471,1.54,-0.167,-1.877
1.432974,1.12,-0.519,-2.295
1.443477,1.19,-1.006,-1.954
1.453973,1.26,-0.629,-1.675
1.464469,1.47,-0.945,-2.299
1.474965,2.03,-1.055,-2.887
1.485461,1.75,-0.28,-3.248
1.495957,2.03,-0.017,-3.13
1.506453,1.96,-0.13,-3.293
1.516949,1.89,0.202,-3.163
1.527445,1.61,0.316,-3.001
1.537941,1.75,0.198,-2.737
1.548437,1.68,0.251,-2.23
1.558933,1.61,0.065,-1.979
1.569429,1.61,0.117,-1.472
1.579925,1.75,-0.239,-1.464
1.590385,2.1,-0.126,-1.302
1.600845,2.24,-0.284,-1.614
1.611305,2.66,-0.564,-1.237
1.621765,2.8,-1.35,-0.807
1.632225,3.08,-1.659,-1.074
1.642685,3.15,-1.594,-0.636
1.653145,2.8,-2.04,0.28
1.663605,3.01,-2.413,0.783
1.674065,3.36,-2.749,1.079
1.684525,3.43,-2.992,1.249
1.694985,3.78,-2.871,1.768
1.705445,3.85,-2.745,1.862
1.715902,4.06,-2.802,1.781
1.726359,4.41,-2.477,1.553
1.736816,4.27,-2.283,1.659
1.747273,3.92,-2.076,1.695
1.75773,3.99,-2.307,1.797
1.768187,3.99,-2.137,2.04
1.778644,3.92,-1.906,1.939
1.789101,3.22,-1.792,2.101
1.799558,3.22,-1.662,1.768
1.810015,3.01,-1.626,1.561
1.820472,2.45,-1.776,1.606
1.830929,1.96,-1.249,1.841
1.841367,1.54,-0.823,1.845
1.851805,1.26,-0.985,1.959
1.862243,0.84,-1.139,2.429
1.872681,0.42,-1.22,2.486
1.883119,0.14,-1.52,2.575
1.893557,0.07,-1.196,2.348
1.903995,0.21,-1.561,1.999
1.914433,0.07,-1.423,2.024
1.924871,-0.14,-1.808,2.595
1.935309,-0.07,-1.796,2.527
1.945747,0.0,-1.926,2.859
1.956185,0.35,-2.145,2.892
1.966623,0.98,-2.481,3.188
1.977061,1.61,-2.554,3.601
1.987499,1.4,-2.469,3.119
1.997937,0.7,-2.384,2.636
2.008398,0.35,-1.91,2.364
2.018859,-0.35,-1.455,1.805
2.02932,-0.77,-0.442,1.699
2.039781,-1.75,0.54,1.375
2.050242,-3.29,1.168,0.632
2.060703,-4.48,2.129,0.02
2.071164,-6.02,2.871,-0.56
2.081625,-8.05,3.499,-1.302
2.092086,-9.66,3.771,-2.036
2.102547,-11.27,3.949,-2.644
2.11303,-12.81,3.994,-3.703
2.123513,-14.0,3.88,-5.073
2.133996,-14.56,3.604,-6.33
2.144479,-15.05,3.211,-7.324
2.154962,-14.91,2.683,-8.767
2.165445,-14.21,1.88,-10.259
2.175928,-12.53,1.653,-11.792
2.186411,-9.94,0.918,-14.481
2.196894,-7.0,-0.169,-16.378
2.207377,-4.13,-0.732,-17.615
2.21786,-2.45,-1.325,-19.496
2.228343,-1.05,-1.726,-22.055
2.238826,-0.77,-2.262,-25.064
2.249326,-0.28,-2.53,-28.381
2.259826,0.21,-2.721,-31.328
2.270326,1.05,-2.117,-33.141
2.280826,3.22,-1.173,-35.676
2.291326,4.9,-0.074,-38.681
2.301826,6.72,1.495,-41.531
2.312326,8.33,3.291,-44.058
2.322826,10.01,5.435,-45.741
2.333326,10.85,6.542,-47.181
2.343826,10.71,7.771,-48.101
2.354326,10.22,8.533,-48.393
2.364826,9.31,9.283,-48.617
2.37534,8.61,9.62,-48.913
2.385854,7.91,9.77,-48.957
2.396368,7.21,8.987,-47.745
2.406882,7.0,7.949,-46.293
2.417396,6.79,6.96,-43.908
2.42791,6.65,5.363,-41.702
2.438424,6.37,3.968,-40.242
2.448938,5.6,2.89,-38.158
2.459452,4.2,1.374,-36.009
2.469966,2.24,-0.082,-32.995
2.48048,-0.35,-1.752,-30.376
2.490994,-3.5,-3.106,-28.34
2.501508,-7.56,-5.012,-26.401
2.512026,-12.46,-7.387,-23.408
2.522544,3.22,-13.722,-27.795
2.533062,-17.01,-29.584,-47.082
2.54358,-30.87,-25.313,-39.861
2.554098,-28.63,-19.093,-12.252
2.564616,-27.44,-18.051,10.464
2.575134,-31.5,-17.934,11.409
2.585652,-24.85,-16.15,5.326
2.59617,-16.38,-17.948,-4.231
2.606688,-18.48,-25.65,-14.972
2.617206,-14.56,-18.987,-13.655
2.627724,-12.04,-17.36,-4.34
2.638242,-7.35,-14.095,3.343
2.648775,-6.16,-8.75,5.281
2.659308,-4.06,-7.242,1.566
2.669841,-1.47,-5.154,-2.615
2.680374,0.28,-0.434,-0.361
2.690907,0.63,0.633,3.666
2.70144,1.61,1.772,2.445
2.711973,2.24,2.032,2.988
2.722506,1.89,1.951,4.253
2.733039,1.89,2.916,5.632
2.743572,0.49,2.803,6.678
2.754105,0.21,1.432,6.792
2.764638,-1.05,-0.007,6.893
2.7752,-0.77,-1.252,8.309
2.785762,-0.98,-2.983,8.857
2.796324,-0.63,-4.046,8.029
2.806886,-1.68,-4.926,7.377
2.817448,-2.24,-6.28,6.996
2.82801,-2.8,-7.549,7.341
2.838572,-2.24,-8.741,8.054
2.849134,-1.82,-9.593,9.255
2.859696,-0.91,-10.262,10.63
2.870258,-0.56,-9.929,11.968
2.88082,-0.56,-9.88,12.9
2.891382,-0.7,-8.931,13.565
2.901944,-1.54,-7.305,14.421
2.912506,-3.36,-5.241,15.211
2.923145,-4.83,-3.355,15.401
2.933784,-6.51,-1.336,14.833
2.944423,-7.28,0.067,14.939
2.955062,-7.91,1.79,15.242
2.965701,-8.12,3.627,15.709
2.97634,-8.4,4.974,15.733
2.986979,-8.19,6.02,15.846
2.997618,-7.49,6.705,16.393
3.008257,-6.93,7.001,16.73
3.018896,-6.51,7.265,16.847
3.029573,-6.51,8.084,16.637
3.04025,-6.72,8.477,16.422
3.050927,-7.56,8.595,16.158
3.061604,-7.91,9.057,15.955
3.072281,-8.75,8.388,14.913
3.082958,-9.03,6.587,13.032
3.093635,-10.22,3.919,11.637
3.104312,-11.06,0.338,10.579
3.114989,-11.34,-3.587,10.669
3.125666,-11.13,-7.143,10.682
3.136343,-10.85,-9.406,11.42
3.14702,-9.8,-11.06,12.337
3.157697,-10.08,-11.81,13.768
3.168409,-10.99,-12.625,14.762
3.179121,-10.85,-12.933,14.494
3.189833,-10.01,-12.893,13.862
3.200545,-10.01,-12.654,14.117
3.211257,-10.5,-12.921,14.425
3.221969,-11.13,-13.177,13.456
3.232681,-11.55,-13.822,13.485
3.243393,-12.25,-14.344,15.241
3.254105,-12.46,-14.62,17.609
3.264817,-12.46,-14.989,18.894
3.275529,-12.04,-14.482,18.842
3.286241,-11.55,-13.484,18.022
3.296944,-10.99,-12.483,16.777
3.307647,-10.5,-11.129,15.95
3.31835,-9.66,-10.269,15.106
3.329053,-8.82,-9.823,15.398
3.339756,-8.12,-9.77,15.905
3.350459,-6.93,-9.519,16.092
3.361162,-6.02,-9.332,15.84
3.371865,-5.11,-8.44,15.216
3.382568,-4.34,-7.727,13.991
3.393271,-4.2,-6.871,12.365
3.403974,-4.27,-6.32,11.253
3.414677,-4.48,-5.542,10.467
3.42538,-4.83,-5.222,9.457
3.436056,-4.83,-5.124,8.905
3.446732,-4.62,-4.897,8.021
3.457408,-4.41,-4.788,7.401
3.468084,-3.64,-4.804,6.687
3.47876,-2.59,-4.452,5.897
3.489436,-1.33,-4.634,5.722
3.500112,0.49,-4.861,5.398
3.510788,2.45,-5.275,5.325
3.521464,4.2,-5.579,4.632
3.53214,6.51,-5.725,4.25
3.542816,9.73,-6.22,4.234
3.553492,12.04,-6.447,3.91
3.564168,14.0,-6.556,3.322
3.574807,16.24,-6.731,2.296
3.585446,17.64,-6.232,1.886
3.596085,18.62,-5.961,1.152
3.606724,19.25,-5.73,1.051
3.617363,18.69,-5.259,1.205
3.628002,17.22,-4.606,1.533
3.638641,15.61,-4.059,2.056
3.64928,12.95,-2.887,2.263
3.659919,10.29,-1.861,2.089
3.670558,7.42,-0.847,1.983
3.681197,4.55,-0.158,2.105
3.691836,1.19,0.714,2.4
3.702459,-1.54,1.922,2.4
3.713082,-3.78,2.997,1.95
3.723705,-5.81,3.674,2.141
3.734328,-7.35,4.076,2.282
3.744951,-8.33,5.45,2.951
3.755574,-8.82,6.707,3.884
3.766197,-9.52,7.778,5.068
3.77682,-9.59,9.299,6.118
3.787443,-9.24,10.937,6.904
3.798066,-8.19,12.803,8.015
3.808689,-7.63,14.595,8.331
3.819312,-6.79,16.501,8.809
3.829915,-6.23,18.431,9.15
3.840518,-5.81,20.017,9.429
3.851121,-5.25,21.578,9.847
3.861724,-4.76,22.689,10.398
3.872327,-4.13,23.719,11.006
3.88293,-3.78,24.251,12.024
3.893533,-3.43,24.587,12.936
3.904136,-3.08,25.102,13.24
3.914739,-2.66,25.143,13.816
3.925342,-2.52,25.139,14.242
3.935945,-2.24,25.297,14.554
3.946548,-2.1,25.18,14.817
3.957151,-1.82,24.693,15.158
3.967741,-1.54,24.133,15.912
3.978331,-0.7,23.452,16.148
3.988921,0.14,22.848,16.752
3.999511,0.77,22.41,16.817
4.010101,1.61,21.433,16.716
4.020691,2.59,20.813,16.606
4.031281,3.57,20.37,15.889
4.041871,4.27,19.778,15.216
4.052461,4.48,19.324,14.567
4.063051,5.25,18.59,14.295
4.073641,6.16,18.148,13.578
4.084231,6.93,17.799,12.734
4.094781,7.49,16.85,12.069
4.105331,8.19,16.607,11.031
4.115881,8.61,15.877,10.334
4.126431,9.45,15.528,9.491
4.136981,10.01,15.422,8.477
4.147531,10.57,14.988,8.116
4.158081,11.2,14.327,7.431
4.168631,12.04,14.056,6.956
4.179181,12.53,13.735,6.758
4.189731,12.74,13.784,6.482
4.200281,13.37,13.37,6.409
4.210831,13.44,12.969,6.267
4.221381,13.86,12.636,6.137
4.231921,14.14,12.498,6.113
4.242461,14.56,12.628,5.781
4.253001,14.91,12.397,5.882
4.263541,14.98,12.823,5.886
4.274081,15.47,13.289,6.466
4.284621,15.26,13.293,7.248
4.295161,14.77,14.035,7.877
4.305701,14.35,14.38,7.938
4.316241,13.51,14.457,8.307
4.326781,12.46,14.559,8.538
4.337321,11.55,14.238,8.339
4.347861,10.71,13.918,8.14
4.358354,9.66,13.52,7.573
4.368847,9.17,13.066,6.924
4.37934,8.47,12.657,6.425
4.389833,7.98,12.194,5.42
4.400326,7.63,11.107,4.731
4.410819,7.14,10.134,4.204
4.421312,6.79,8.946,3.283
4.431805,6.37,8.066,2.631
4.442298,5.81,6.646,1.812
4.452791,5.53,5.223,1.419
4.463284,5.25,4.031,0.924
4.473777,5.04,2.79,0.705
4.48427,4.55,1.938,0.697
4.494763,4.55,0.746,0.203
4.5052,4.62,-0.405,0.284
4.515637,4.83,-1.05,0.312
4.526074,4.48,-1.999,0.856
4.536511,4.13,-2.465,0.276
4.546948,3.99,-2.741,0.227
4.557385,3.64,-3.378,0.613
4.567822,3.5,-3.511,1.371
4.578259,3.15,-3.743,1.472
4.588696,3.01,-3.43,1.314
4.599133,2.73,-3.13,1.225
4.60957,2.87,-3.167,1.432
4.620007,2.94,-2.66,1.379
4.630411,2.59,-2.072,1.27
4.640815,2.8,-1.748,1.042
4.651219,3.29,-1.577,1.286
4.661623,3.36,-1.415,1.172
4.672027,3.08,-1.545,1.505
4.682431,3.22,-1.245,1.415
4.692835,3.15,-1.383,1.391
4.703239,3.01,-1.958,1.432
4.713643,2.87,-1.589,1.355
4.724047,2.87,-1.971,1.501
4.734451,2.52,-1.707,1.618
4.744855,2.17,-1.537,1.861
4.75526,2.1,-1.764,1.537
4.765665,1.68,-1.569,1.642
4.77607,1.68,-1.808,1.387
4.786475,1.4,-2.06,1.201
4.79688,1.26,-2.104,1.051
4.807285,1.26,-2.392,1.071
4.81769,1.19,-2.129,1.188
4.828095,1.05,-2.173,1.038
4.8385,0.98,-2.117,1.119
4.848905,0.77,-2.048,1.132
4.85931,0.91,-2.003,1.282
4.869715,0.77,-2.06,1.201
4.880097,0.84,-1.67,1.411
4.890479,0.7,-1.395,1.46
4.900861,0.77,-1.383,1.391
4.911243,0.91,-1.314,1.403
4.921625,1.19,-1.602,1.424
4.932007,0.98,-1.764,1.537
4.942389,1.05,-1.464,1.448
4.952771,1.4,-1.233,1.346
4.963153,1.4,-1.358,1.253
4.973535,1.19,-1.529,1.01
4.983917,1.12,-1.31,0.977
4.994299,1.05,-1.537,0.653
5.004681,0.91,-1.362,0.471
5.015038,0.7,-1.516,0.941
5.025395,0.56,-1.33,0.69
5.035752,0.7,-1.306,0.552
5.046109,0.63,-1.419,0.389
5.056466,0.42,-1.5,0.446
5.066823,0.28,-1.614,0.284
5.07718,0.28,-1.419,0.389
5.087537,0.28,-1.192,0.714
5.097894,0.14,-1.318,0.621
5.108251,0.35,-1.922,1.225
5.118608,0.42,-2.145,1.683
5.128965,0.63,-2.064,1.626
5.139322,0.77,-1.739,1.399
5.149673,0.77,-1.277,1.196
5.160024,0.77,-1.172,1.002
5.170375,0.91,-1.196,1.14
5.180726,1.33,-1.127,1.152
5.191077,1.4,-0.908,1.119
5.201428,1.54,-0.9,1.476
5.211779,1.4,-1.05,1.521
5.22213,1.33,-0.474,1.48
5.232481,1.33,-0.75,1.432
5.242832,0.98,-0.6,1.387
5.253183,0.98,-0.507,1.261
5.263534,0.56,-0.612,1.456
5.273908,0.42,-0.932,1.257
5.284282,0.56,-1.034,1.026
5.294656,0.49,-1.22,1.277
5.30503,0.63,-1.679,1.055
5.315404,0.35,-2.153,1.326
5.325778,0.49,-2.546,1.541
5.336152,0.56,-2.952,1.825
5.346526,0.35,-3.248,1.489
5.3569,0.49,-3.256,1.132
5.367274,0.28,-3.394,1.107
5.377648,0.28,-3.791,1.748
5.388022,0.21,-4.16,1.825
5.398396,0.07,-4.31,1.87
5.408774,0.07,-4.517,1.833
5.419152,-0.21,-4.253,1.951
5.42953,-0.21,-4.128,2.044
5.439908,-0.28,-3.957,2.288
5.450286,-0.28,-3.657,2.198
5.460664,-0.42,-3.933,2.15
5.471042,-0.56,-3.747,1.898
5.48142,-0.77,-3.552,2.004
5.491798,-0.77,-3.207,2.064
5.502176,-0.98,-2.834,1.562
5.512554,-1.12,-2.465,1.484
5.522932,-1.33,-2.262,1.947
5.53331,-1.19,-2.121,1.545
5.54373,-1.4,-2.283,1.659
5.55415,-1.75,-1.48,1.943
5.56457,-1.82,-1.626,1.561
5.57499,-1.75,-1.658,1.342
5.58541,-1.89,-1.703,1.192
5.59583,-2.03,-1.61,1.067
5.60625,-2.1,-1.61,1.067
5.61667,-2.03,-1.504,0.872
5.62709,-2.31,-1.253,1.059
5.63751,-2.38,-1.391,1.034
5.64793,-2.31,-1.127,1.152
5.65835,-1.96,-1.492,0.803
5.668817,-1.82,-1.034,1.026
5.679284,-1.96,-0.827,1.063
5.689751,-1.68,-0.997,0.819
5.700218,-1.26,-0.689,1.087
5.710685,-0.98,-0.596,0.961
5.721152,-0.7,-0.608,1.03
5.731619,-0.42,-0.434,0.848
5.742086,-0.28,-0.263,1.091
5.752553,0.0,-0.714,1.225
5.76302,0.0,-0.624,1.525
5.773487,0.14,-0.726,1.294
5.783954,0.28,-0.738,1.363
5.794421,0.35,-0.888,1.407
5.804888,0.7,-1.241,0.99
5.815368,0.7,-1.241,0.99
5.825848,0.84,-1.099,0.588
5.836328,1.19,-1.075,0.45
5.846808,1.19,-0.985,0.75
5.857288,1.47,-0.787,0.43
5.867768,1.4,-0.71,0.799
5.878248,1.47,-0.726,1.294
5.888728,1.61,-0.482,1.123
5.899208,1.47,-0.527,0.973
5.909688,1.54,-0.495,1.192
5.920168,1.33,-0.519,1.33
5.930648,1.54,-0.555,1.537
5.94117,1.82,-0.916,1.971
5.951692,1.96,-1.022,2.166
5.962214,1.75,-1.346,2.393
5.972736,1.75,-1.711,2.044
5.983258,2.1,-1.804,2.17
5.99378,2.59,-2.425,2.06
6.004302,2.66,-2.433,1.703
6.014824,3.15,-2.384,1.428
6.025346,3.36,-2.254,1.095
6.035868,3.64,-1.922,1.225
6.04639,3.64,-2.153,1.326
6.056912,3.85,-1.589,1.355
6.067443,3.36,-1.261,1.91
6.077974,3.5,-1.216,2.06
6.088505,2.94,-1.034,2.234
6.099036,2.52,-0.985,1.959
6.109567,2.17,-0.884,2.19
6.120098,2.03,-1.115,2.291
6.130629,1.96,-1.403,2.312
6.14116,1.82,-1.472,2.299
6.151691,1.96,-2.011,2.133
6.162222,1.61,-1.987,1.995
6.172753,1.54,-2.311,2.222
6.183284,1.54,-2.412,1.991
6.193815,1.19,-2.445,1.772
6.20437,1.33,-2.777,1.643
6.214925,0.63,-2.838,1.987
6.22548,0.98,-2.85,2.056
6.236035,0.84,-2.412,1.991
6.24659,0.35,-2.412,1.991
6.257145,0.7,-2.425,2.06
6.2677,0.35,-2.725,2.15
6.278255,0.84,-2.344,2.003
6.28881,1.05,-1.962,1.857
6.299365,0.98,-1.756,1.894
6.30992,1.05,-1.845,1.594
6.320475,1.54,-1.569,1.642
6.33103,1.54,-1.468,1.874
6.341589,1.4,-1.512,1.724
6.352148,1.33,-1.086,1.728
6.362707,1.4,-1.168,1.784
6.373266,1.33,-0.936,1.683
6.383825,1.19,-1.095,1.371
6.394384,1.19,-0.957,1.395
6.404943,0.98,-1.005,1.671
6.415502,0.56,-0.9,1.476
6.426061,0.84,-0.989,1.176
6.43662,0.91,-0.989,1.176
6.447179,0.49,-1.366,0.896
6.457738,0.56,-0.977,1.107
6.468297,0.28,-0.746,1.006
6.478895,0.84,-0.697,0.73
6.489493,0.77,-0.547,0.685
6.500091,0.77,-0.572,0.823
6.510689,0.63,-0.182,1.034
6.521287,0.49,0.118,0.945
6.531885,0.63,0.166,0.669
6.542483,0.91,0.016,0.714
6.553081,0.77,0.199,0.888
6.563679,0.98,0.268,0.9
6.574277,1.05,0.361,0.774
6.584875,0.91,0.304,0.693
6.595484,0.84,0.454,0.649
6.606093,1.33,0.547,0.523
6.616702,1.33,0.341,0.487
6.627311,1.47,0.434,0.361
6.63792,1.96,0.17,0.243
6.648529,2.1,0.069,0.012
6.659138,2.1,0.17,0.243
6.669747,2.38,-0.036,0.207
6.680356,2.1,-0.162,0.114
6.690965,1.75,-0.016,0.495
6.701574,1.89,-0.028,0.564
6.712183,2.17,-0.109,0.62
6.722792,2.24,0.081,1.152
6.733401,2.17,-0.057,1.127
6.744032,2.45,-0.499,0.41
6.754663,2.31,-0.024,0.138
6.765294,1.89,-0.247,0.596
6.775925,1.96,-0.219,1.241
6.786556,1.54,-0.186,1.46
6.797187,1.89,-0.401,1.067
6.807818,1.82,-1.062,1.59
6.818449,1.75,-1.488,1.586
6.82908,1.96,-1.573,2.068
6.839711,2.38,-1.824,1.882
6.850342,2.73,-1.764,1.537
6.860973,2.59,-2.039,1.488
6.871582,2.59,-1.496,1.229
6.882191,2.87,-1.715,1.261
6.8928,3.29,-1.784,1.249
6.903409,3.43,-1.512,1.724
6.914018,2.73,-1.662,1.768
6.924627,2.52,-1.399,1.886
6.935236,2.73,-0.892,1.833
6.945845,2.8,-1.143,1.646
6.956454,2.66,-1.074,1.659
6.967063,2.45,-0.795,1.281
6.977672,2.31,-0.762,1.5
6.988281,2.38,-0.88,1.764
6.99889,2.31,-1.305,1.76
7.009489,2.03,-0.969,1.464
7.020088,1.68,-0.685,1.869
7.030687,1.4,-0.847,1.983
7.041286,1.26,-0.912,1.545
7.051885,1.12,-0.803,0.925
7.062484,1.12,-0.815,0.994
7.073083,0.7,-0.945,1.326
7.083682,0.35,-0.738,1.363
7.094281,0.28,-0.9,1.476
7.10488,0.21,-0.819,1.419
7.115479,0.0,-0.495,1.192
7.126078,0.35,-0.482,1.123
7.136677,0.21,-0.288,1.229
7.147276,0.35,-0.186,1.46
7.157833,0.56,-0.312,1.367
7.16839,0.56,-0.142,1.61
7.178947,0.98,-0.292,1.654
7.189504,1.12,-0.28,1.586
7.200061,0.98,-0.499,1.618
7.210618,0.98,-0.9,1.476
7.221175,1.19,-1.005,1.671
7.231732,0.98,-1.05,1.521
7.242289,0.77,-1.451,1.379
7.252846,1.12,-1.634,1.205
7.263403,0.7,-1.46,1.022
7.273952,0.63,-1.565,1.217
7.284501,0.7,-1.679,1.055
7.29505,0.42,-1.61,1.067
7.305599,0.42,-1.61,1.067
7.316148,0.63,-1.135,0.795
7.326697,0.42,-1.058,1.164
7.337246,0.35,-0.86,0.844
7.347795,0.35,-0.422,0.779
7.358344,0.0,-0.239,0.953
7.368893,0.14,0.187,0.957
7.379442,0.21,-0.276,1.16
7.389991,0.21,0.057,1.289
7.40055,0.21,0.243,1.038
7.411109,0.0,0.231,1.107
7.421668,0.0,0.061,0.864
7.432227,0.35,0.004,0.783
7.442786,0.56,-0.203,0.746
7.453345,0.21,-0.04,0.633
7.463904,0.35,-0.215,0.815
7.474463,0.28,-0.263,1.091
7.485022,0.42,-0.539,1.042
7.495581,0.35,-0.632,1.168
7.50614,0.21,-0.75,1.432
7.516699,0.28,-1.245,1.415
7.527228,0.28,-1.074,1.659
7.537757,0.28,-1.143,1.646
7.548286,0.49,-1.326,1.472
7.558815,0.77,-1.614,1.492
7.569344,0.42,-1.533,1.436
7.579873,0.28,-1.439,1.31
7.590402,0.35,-1.439,1.31
7.600931,0.56,-1.76,1.111
7.61146,0.56,-1.439,1.31
7.621989,0.56,-0.851,1.2
7.632518,0.7,-0.742,0.58
7.643047,0.35,-0.778,0.787
7.653576,0.28,-0.782,1.213
7.664105,0.28,-0.839,1.131
7.674618,0.35,-0.831,1.488
7.685131,0.35,-0.799,1.707
7.695644,0.21,-0.928,2.04
7.706157,0.28,-1.334,2.324
7.71667,0.49,-1.52,2.575
7.727183,0.63,-1.565,2.425
7.737696,0.77,-1.549,1.93
7.748209,1.19,-1.593,1.78
7.758722,1.4,-1.634,1.205
7.769235,1.47,-1.468,0.665
7.779748,1.61,-1.825,0.673
7.790261,1.54,-1.784,1.249
7.800781,1.61,-1.626,1.561
7.811301,1.54,-1.683,1.48
7.821821,1.05,-1.464,1.448
7.832341,0.84,-1.476,1.517
7.842861,0.63,-0.993,1.602
7.853381,0.35,-1.074,1.659
7.863901,-0.14,-0.843,1.557
7.874421,-0.35,-1.281,1.622
7.884941,-0.63,-1.626,1.561
7.895461,-0.91,-1.524,1.793
7.905981,-0.91,-1.938,1.72
