Time,GyroscopeX,GyroscopeY,GyroscopeZ 
1.690543,1.82,5.292,1.431
1.700911,2.17,5.259,1.212
1.711279,2.45,5.584,0.985
1.721647,2.73,6.431,1.418
1.732053,3.08,6.959,1.653
1.742459,3.08,8.118,1.929
1.752865,2.94,9.753,1.933
1.763271,3.01,11.147,1.681
1.773677,2.66,13.386,1.081
1.784083,2.17,15.608,0.975
1.794489,1.47,18.32,0.103
1.804895,1.12,20.924,-1.357
1.815301,0.7,23.429,-2.266
1.825707,0.28,25.773,-3.061
1.836113,0.28,27.646,-4.01
1.846519,0.63,29.52,-4.959
1.856964,1.19,31.073,-6.107
1.867409,1.82,32.293,-7.385
1.877854,2.66,33.886,-7.957
1.888299,3.57,35.135,-8.589
1.898744,4.97,36.558,-9.405
1.909189,5.67,38.91,-11.051
1.919634,5.88,41.765,-13.533
1.930079,5.67,44.136,-16.1
1.940524,5.6,46.196,-18.509
1.950969,5.04,48.584,-20.363
1.961414,4.13,50.315,-22.119
1.971859,3.29,51.775,-24.349
1.982314,3.15,52.808,-26.584
1.992769,3.22,53.177,-27.869
2.003224,3.43,52.869,-28.137
2.013679,3.64,52.374,-28.153
2.024134,4.55,50.943,-27.695
2.034589,5.39,49.422,-27.536
2.045044,6.86,47.979,-27.009
2.055499,7.63,46.487,-27.414
2.065954,7.84,45.988,-28.213
2.076409,8.12,44.889,-30.042
2.086864,7.84,44.215,-31.866
2.097319,7.56,43.708,-33.022
2.107774,6.93,42.856,-34.238
2.118249,6.44,41.879,-35.548
2.128724,5.74,39.989,-36.521
2.139199,5.04,38.027,-37.08
2.149674,4.9,35.176,-37.441
2.160149,4.34,32.094,-37.7
2.170624,4.27,29.089,-37.59
2.181099,3.92,25.663,-37.91
2.191574,3.57,22.131,-38.035
2.202049,3.22,18.769,-37.917
2.212524,2.59,15.164,-37.628
2.222999,2.31,11.661,-37.109
2.233474,1.89,8.417,-36.046
2.243949,1.75,4.817,-34.975
2.254444,2.1,1.783,-34.301
2.264939,2.59,-0.946,-34.143
2.275434,3.36,-2.965,-33.575
2.285929,3.43,-4.161,-33.644
2.296424,3.64,-5.256,-33.481
2.306919,3.43,-6.144,-33.283
2.317414,3.43,-6.926,-32.07
2.327909,2.94,-6.95,-30.724
2.338404,2.52,-8.382,-29.057
2.348899,1.4,-9.748,-26.952
2.359394,-0.14,-11.702,-24.738
2.369889,-1.54,-13.956,-22.434
2.380414,-2.73,-16.004,-20.094
2.390939,-3.85,-18.441,-17.965
2.401464,-4.48,-20.606,-15.361
2.411989,-5.18,-22.507,-12.64
2.422514,-6.37,-24.303,-10.114
2.433039,-6.86,-24.96,-7.6
2.443564,-7.28,-25.43,-5.337
2.454089,-8.33,-25.64,-3.739
2.464614,-8.82,-25.49,-2.575
2.475139,-9.03,-25.421,-1.355
2.485664,-8.4,-25.615,-0.252
2.496189,-7.49,-26.098,0.871
2.50672,-6.86,-27.415,2.7
2.517251,-5.88,-28.745,4.598
2.527782,-5.04,-29.998,6.865
2.538313,-3.92,-31.084,8.593
2.548844,-2.94,-31.79,10.174
2.559375,-2.24,-32.678,11.582
2.569906,-1.33,-33.046,14.075
2.580437,-0.49,-34.039,16.886
2.590968,0.28,-34.505,18.723
2.601499,0.56,-34.307,19.611
2.61203,0.77,-33.366,19.919
2.622561,0.91,-32.457,20.008
2.633092,0.77,-31.253,20.433
2.643623,-0.42,-30.637,20.969
2.654181,-2.38,-30.247,21.179
2.664739,-5.32,-29.675,21.565
2.675297,-7.91,-28.848,21.71
2.685855,-11.06,-28.041,21.568
2.696413,-14.7,-27.299,20.988
2.706971,-18.76,-27.003,20.117
2.717529,-23.66,-27.478,20.388
2.728087,-28.28,-28.009,20.579
2.738645,-32.27,-28.727,21.021
2.749203,-35.35,-29.566,22.152
2.759761,-37.52,-30.284,22.595
2.770304,-39.06,-31.139,23.012
2.780847,-40.11,-32.108,23.268
2.79139,-40.67,-33.564,23.864
2.801933,-41.23,-34.533,24.12
2.812476,-41.79,-35.109,24.16
2.823019,-41.86,-35.194,23.435
2.833562,-40.6,-35.073,21.537
2.844105,-39.2,-34.12,19.359
2.854648,-37.17,-32.652,17.486
2.865191,-35.28,-32.04,16.03
2.875734,-33.74,-31.898,15.628
2.886277,-32.41,-32.276,15.349
2.89682,-31.22,-32.198,15.718
2.907372,-30.8,-32.166,15.937
2.917924,-30.17,-31.862,15.422
2.928476,-30.17,-31.534,14.769
2.939028,-29.89,-30.69,14.42
2.94958,-29.47,-29.352,14.087
2.960132,-29.33,-28.245,13.856
2.970684,-28.98,-27.28,14.026
2.981236,-28.21,-26.266,13.92
2.991788,-27.37,-25.666,13.742
3.00234,-26.6,-25.058,13.92
3.012892,-25.97,-24.462,14.167
3.023444,-25.27,-23.76,14.22
3.033998,-24.85,-23.472,14.2
3.044552,-24.29,-22.779,13.896
3.055106,-23.66,-22.503,13.944
3.06566,-23.31,-21.81,13.64
3.076214,-22.75,-21.299,13.161
3.086768,-22.19,-21.019,12.784
3.097322,-21.49,-20.922,12.233
3.107876,-20.93,-21.023,12.002
3.11843,-20.16,-20.667,11.993
3.128984,-18.13,-21.105,12.058
3.139538,-17.01,-21.757,12.938
3.150092,-15.89,-22.317,13.693
3.160646,-14.56,-23.902,15.83
3.171234,-13.51,-24.68,17.825
3.181822,-11.76,-24.088,17.29
3.19241,-10.29,-23.93,15.185
3.202998,-9.38,-23.537,14.97
3.213586,-9.17,-22.621,15.416
3.224174,-9.45,-21.331,15.359
3.234762,-9.59,-20.228,14.345
3.24535,-10.22,-18.959,12.792
3.255938,-10.85,-17.354,10.943
3.266526,-11.2,-15.959,9.483
3.277114,-11.27,-15.456,8.647
3.287702,-11.55,-15.027,8.226
3.298335,-11.62,-14.942,7.743
3.308968,-11.76,-15.886,7.861
3.319601,-11.06,-16.511,8.177
3.330234,-10.22,-16.953,8.668
3.340867,-9.94,-17.232,9.045
3.3515,-9.31,-17.419,9.296
3.362133,-8.68,-17.439,9.009
3.372766,-7.98,-16.949,8.242
3.383399,-7.14,-16.738,7.853
3.394032,-6.86,-16.093,7.824
3.404665,-6.93,-15.343,7.601
3.415298,-6.86,-14.256,7.082
3.425966,-6.51,-13.831,7.086
3.436634,-6.44,-13.453,7.366
3.447302,-6.3,-12.857,7.613
3.45797,-5.88,-12.237,7.722
3.468638,-5.18,-12.075,7.609
3.479306,-4.9,-11.738,7.313
3.489974,-4.55,-10.907,7.033
3.500642,-4.27,-10.368,7.199
3.51131,-3.99,-10.031,6.903
3.521978,-3.99,-9.451,6.437
3.532646,-4.27,-8.539,6.1
3.543314,-3.99,-7.846,5.796
3.553982,-4.2,-7.104,5.216
3.564662,-4.13,-6.645,5.439
3.575342,-3.99,-6.082,5.467
3.586022,-4.34,-5.518,5.495
3.596702,-4.62,-4.598,5.515
3.607382,-4.34,-3.839,5.649
3.618062,-4.2,-3.884,5.499
3.628742,-3.57,-3.02,5.438
3.639422,-3.22,-2.303,4.996
3.650102,-2.59,-1.966,4.7
3.660782,-2.17,-1.581,5.337
3.671462,-2.45,-1.045,5.929
3.682142,-2.87,-0.911,6.379
3.692822,-3.57,-0.336,6.338
3.7035,-4.06,0.029,6.687
3.714178,-4.55,0.629,6.508
3.724856,-4.83,1.23,6.33
3.735534,-4.69,1.708,5.632
3.746212,-4.97,2.495,5.202
3.75689,-4.62,2.474,4.914
3.767568,-4.48,2.373,4.683
3.778246,-4.2,2.284,4.383
3.788924,-3.78,1.833,4.517
3.799602,-3.71,1.168,4.258
3.81028,-3.43,0.714,4.817
3.820958,-3.36,0.26,5.377
3.83166,-3.64,-0.36,5.267
3.842362,-3.29,-1.329,5.523
3.853064,-2.66,-1.086,5.353
3.863766,-2.24,-1.528,4.635
3.874468,-2.1,-1.78,4.449
3.88517,-1.75,-2.25,4.295
3.895872,-1.61,-2.582,4.165
3.906574,-1.19,-2.814,4.266
3.917276,-1.12,-3.41,4.019
3.927978,-0.91,-3.673,3.901
3.93868,-0.7,-3.681,3.545
3.949382,-0.63,-4.269,3.654
3.960092,-0.28,-4.419,3.699
3.970802,-0.28,-4.991,3.314
3.981512,-0.28,-5.06,3.301
3.992222,-0.49,-5.19,3.634
4.002932,-0.56,-5.097,3.508
4.013642,-0.49,-5.587,3.066
4.024352,-0.7,-5.462,3.16
4.035062,-0.98,-5.608,2.778
4.045772,-1.12,-5.482,2.872
4.056482,-1.82,-5.401,2.815
4.067192,-2.03,-5.113,2.795
4.077902,-2.17,-5.275,2.908
4.088612,-2.52,-5.287,2.977
4.099314,-2.66,-5.502,2.584
4.110016,-2.8,-6.115,2.831
4.120718,-3.5,-6.751,3.217
4.13142,-3.57,-7.412,3.74
4.142122,-4.41,-7.639,4.624
4.152824,-4.62,-8.9,5.325
4.163526,-5.18,-9.638,5.48
4.174228,-5.46,-9.995,5.488
4.18493,-5.6,-10.335,5.001
4.195632,-5.32,-10.494,4.689
4.206334,-4.9,-10.826,4.559
4.217036,-4.34,-11.386,5.314
4.227688,-3.99,-12.707,6.36
4.23834,-3.85,-13.624,7.122
4.248992,-3.15,-14.524,7.39
4.259644,-2.8,-15.574,7.703
4.270296,-1.75,-16.219,7.731
4.280948,-1.26,-16.462,7.901
4.2916,-0.49,-16.251,7.512
4.302252,0.0,-16.109,7.111
4.312904,0.84,-15.643,6.482
4.323556,1.47,-15.372,5.748
4.334208,1.82,-15.372,5.748
4.34486,1.96,-15.234,5.772
4.355512,1.89,-15.384,5.817
4.366096,1.89,-15.558,5.999
4.37668,1.96,-15.651,6.125
4.387264,2.1,-15.951,6.214
4.397848,2.31,-16.077,6.121
4.408432,2.24,-16.183,6.316
4.419016,2.52,-16.71,6.081
4.4296,3.22,-17.136,6.077
4.440184,4.06,-17.127,6.434
4.450768,5.04,-17.184,6.353
4.461352,5.81,-17.172,6.284
4.471936,6.65,-17.355,6.109
4.48252,7.35,-17.375,5.821
4.493104,8.05,-17.383,5.464
4.503651,8.89,-17.444,5.809
4.514198,9.1,-17.505,6.154
4.524745,9.24,-16.746,6.288
4.535292,9.73,-16.734,6.219
4.545839,9.87,-16.142,5.683
4.556386,9.66,-15.583,4.929
4.566933,9.52,-14.103,4.195
4.57748,9.03,-12.935,3.619
4.588027,8.61,-11.556,2.654
4.598574,8.19,-10.494,2.272
4.609121,7.42,-9.05,1.745
4.619668,6.72,-7.51,1.874
4.630151,5.74,-6.374,2.288
4.640634,4.69,-5.137,2.932
4.651117,3.64,-3.981,3.634
4.6616,2.24,-2.631,4.441
4.672083,1.26,-0.713,4.85
4.682566,0.35,0.589,4.724
4.693049,-0.14,1.943,5.105
4.703532,-0.7,3.395,4.934
4.714015,-1.05,4.502,4.703
4.724498,-0.91,5.588,4.184
4.734981,-1.05,6.675,3.665
4.745464,-0.21,7.624,3.121
4.755947,0.7,8.39,2.403
4.766396,1.89,8.937,1.718
4.776845,2.87,9.456,1.596
4.787294,3.78,10.024,1.199
4.797743,4.27,10.162,1.223
4.808192,4.69,9.663,1.633
4.818641,4.41,9.517,2.46
4.82909,3.92,8.99,3.433
4.839539,3.22,8.407,4.326
4.849988,2.87,7.697,5.124
4.860437,2.59,7.811,5.287
4.870886,1.82,8.5,5.408
4.881335,1.26,9.149,4.954
4.891741,1.4,9.789,4.143
4.902147,1.12,10.779,2.967
4.912553,0.7,11.808,2.366
4.922959,0.49,12.506,1.636
4.933365,0.35,13.244,1.482
4.943771,0.49,13.572,2.038
4.954177,0.84,14.221,2.792
4.964583,0.91,14.716,2.808
4.974989,0.98,15.259,2.548
4.985395,1.19,15.701,2.058
4.995801,0.7,16.309,2.236
5.006207,0.28,16.975,2.496
5.016613,0.14,17.891,2.941
5.02701,0.28,18.292,3.083
5.037407,0.0,19.059,3.574
5.047804,0.0,19.278,3.541
5.058201,-0.07,19.517,3.797
5.068598,0.21,19.655,3.821
5.078995,0.21,19.979,3.594
5.089392,0.14,19.979,3.594
5.099789,0.35,20.105,3.687
5.110186,0.7,20.073,3.468
5.120583,0.14,19.983,3.168
5.13098,-0.07,19.781,2.706
5.141377,-0.49,19.452,2.15
5.151746,0.0,19.144,1.883
5.162115,0.07,18.961,1.709
5.172484,-0.21,18.276,1.161
5.182853,-0.21,17.327,0.496
5.193222,0.21,16.329,0.107
5.203591,0.77,15.373,0.294
5.21396,0.84,14.241,0.663
5.224329,1.26,12.907,0.57
5.234698,1.61,12.128,0.148
5.245067,2.24,11.37,0.015
5.255436,2.52,10.024,-0.01
5.265805,2.52,8.848,0.21
5.276174,3.15,7.895,-0.029
5.286513,3.36,7.413,-0.115
5.296852,3.01,6.415,-0.504
5.307191,2.8,5.839,-0.463
5.31753,2.73,5.369,-0.617
5.327869,2.45,4.992,-0.897
5.338208,2.24,4.927,-1.335
5.348547,1.82,5.02,-1.46
5.358886,1.26,5.628,-1.282
5.369225,0.84,6.066,-1.347
5.379564,-0.07,6.889,-1.984
5.389903,-0.91,7.655,-2.702
5.400242,-1.68,8.365,-3.501
5.410581,-2.24,9.034,-3.667
5.420936,-2.52,9.346,-3.825
5.431291,-3.22,9.752,-4.109
5.441646,-2.94,9.89,-4.085
5.452001,-3.01,10.027,-4.06
5.462356,-3.29,10.23,-3.598
5.472711,-3.57,10.028,-2.852
5.483066,-3.15,10.255,-2.528
5.493421,-3.36,10.141,-2.69
5.503776,-3.43,10.016,-1.575
5.514131,-2.8,10.101,-0.849
5.524486,-2.17,10.332,-0.95
5.534841,-1.54,10.206,-1.044
5.545196,-1.05,10.518,-1.202
5.555553,-0.56,10.859,-0.715
5.56591,-0.42,10.989,0.161
5.576267,0.35,10.717,0.895
5.586624,0.56,10.089,1.637
5.596981,0.98,9.736,2.428
5.607338,1.82,9.043,2.732
5.617695,2.73,8.232,3.3
5.628052,3.36,8.216,3.794
5.638409,4.13,8.24,3.656
5.648766,4.62,8.54,3.567
5.659123,4.76,8.504,3.774
5.66948,5.11,8.804,3.685
5.679837,5.25,9.392,3.575
5.690194,5.11,10.162,3.64
5.700551,5.32,10.499,3.344
5.710908,5.67,11.334,2.638
5.721265,4.69,12.141,2.496
5.731622,3.99,12.984,2.147
5.741979,3.01,13.726,1.567
5.752336,2.03,14.493,0.85
5.762693,0.91,15.385,0.225
5.77305,0.0,16.058,0.841
5.783407,-0.98,16.277,0.809
5.793764,-2.17,16.046,0.91
5.804121,-3.64,16.139,0.784
5.814478,-4.83,16.175,0.578
5.824893,-6.51,16.751,0.537
5.835308,-7.56,17.724,-0.144
5.845723,-8.4,19.196,-1.235
5.856138,-7.84,21.471,-3.251
5.866553,-6.72,23.51,-4.74
5.876968,-4.41,25.898,-6.593
5.887383,-2.31,28.465,-9.055
5.897798,-0.7,31.088,-12.644
5.908213,1.19,33.707,-15.807
5.918628,3.71,35.256,-17.737
5.929043,5.95,35.856,-17.916
5.939495,7.84,35.154,-16.76
5.949947,9.66,33.257,-14.465
5.960399,11.27,30.537,-11.533
5.970851,12.6,27.265,-8.698
5.981303,13.86,23.993,-5.863
5.991755,14.63,20.923,-3.774
6.002207,15.05,18.105,-1.499
6.012659,14.63,16.098,0.209
6.023111,13.58,14.452,1.482
6.033563,12.32,14.035,1.835
6.044015,11.06,13.69,0.566
6.054467,9.94,13.969,-1.02
6.064919,9.03,14.573,-2.832
6.075394,8.75,15.554,-4.365
6.085869,8.68,16.28,-5.659
6.096344,8.19,17.071,-6.515
6.106819,7.7,16.884,-7.472
6.117294,7.7,16.933,-7.747
6.127769,8.05,16.677,-7.508
6.138244,7.98,16.353,-7.281
6.148719,8.19,15.307,-7.394
6.159194,8.68,14.106,-7.037
6.169669,9.24,13.421,-6.376
6.180144,9.59,12.488,-6.328
6.190619,9.87,11.706,-6.323
6.201094,10.15,10.939,-6.814
6.211604,10.29,10.716,-7.564
6.222114,10.43,10.177,-7.73
6.232624,10.64,9.119,-7.775
6.243134,10.43,8.214,-7.081
6.253644,10.22,6.905,-6.104
6.264154,9.52,5.157,-5.061
6.274664,8.96,3.304,-3.824
6.285174,8.26,1.188,-2.705
6.295684,7.14,-0.584,-1.525
6.306194,5.81,-2.214,0.463
6.316704,4.13,-4.922,2.117
6.327214,2.94,-6.938,3.468
6.337776,2.03,-8.349,4.214
6.348338,1.75,-10.68,4.94
6.3589,1.75,-12.31,5.719
6.369462,2.24,-14.354,6.425
6.380024,3.08,-15.911,6.79
6.390586,3.64,-16.799,6.989
6.401148,4.34,-17.695,6.831
6.41171,4.55,-18.226,5.813
6.422272,4.48,-18.652,4.601
6.432834,3.92,-19.001,3.758
6.443396,3.36,-20.06,3.713
6.453958,3.08,-21.264,4.496
6.46452,2.87,-22.322,4.451
6.475095,1.96,-23.77,4.196
6.48567,1.4,-24.909,4.208
6.496245,1.4,-25.931,3.957
6.50682,1.54,-26.799,3.236
6.517395,1.19,-27.424,2.344
6.52797,0.91,-27.229,1.241
6.538545,0.77,-26.771,0.255
6.54912,0.7,-25.839,-1.002
6.559695,0.56,-24.638,-2.567
6.57027,0.35,-23.402,-4.34
6.580845,0.21,-22.238,-5.698
6.59142,-0.56,-20.629,-6.765
6.602033,-1.26,-19.331,-7.673
6.612646,-2.03,-17.867,-7.913
6.623259,-2.59,-16.205,-8.473
6.633872,-3.08,-14.567,-8.895
6.644485,-4.06,-13.877,-8.773
6.655098,-4.55,-13.293,-8.457
6.665711,-4.76,-13.512,-7.216
6.676324,-4.69,-14.664,-5.926
6.686937,-4.27,-16.143,-3.984
6.69755,-3.71,-17.51,-1.879
6.708163,-3.01,-19.184,-0.042
6.718776,-2.59,-21.078,1.828
6.729397,-1.82,-23.226,3.937
6.740018,-0.84,-25.319,6.127
6.750639,-0.14,-27.094,7.733
6.76126,0.63,-28.635,8.811
6.771881,1.4,-29.851,9.663
6.782502,2.1,-30.885,10.689
6.793123,2.87,-31.445,11.444
6.803744,3.36,-31.688,11.614
6.814365,3.43,-31.956,11.922
6.824986,3.78,-31.899,12.003
6.835607,3.71,-31.749,11.959
6.846228,3.08,-31.591,12.271
6.856849,2.52,-31.039,12.368
6.8675,1.61,-30.622,12.015
6.878151,0.84,-29.535,11.496
6.888802,0.42,-28.428,11.265
6.899453,-0.07,-27.378,10.952
6.910104,-0.84,-26.498,10.397
6.920755,-1.33,-25.614,9.415
6.931406,-1.33,-24.491,8.689
6.942057,-1.47,-23.603,8.49
6.952708,-1.89,-23.473,8.158
6.963359,-1.68,-23.891,8.511
6.97401,-1.26,-24.191,9.808
6.984661,-0.63,-24.527,10.104
6.995315,0.07,-24.503,9.967
7.005969,1.96,-25.979,9.067
7.016623,4.06,-29.377,8.183
7.027277,6.3,-32.897,7.989
7.037931,8.96,-37.017,7.973
7.048585,11.48,-41.713,7.998
7.059239,14.07,-46.129,7.646
7.069893,16.73,-50.293,7.48
7.080547,19.81,-53.951,7.262
7.091201,23.03,-56.797,6.476
7.101855,25.83,-59.486,6.002
7.112509,28.42,-61.728,5.819
7.123163,31.29,-63.76,5.248
7.133817,33.67,-65.305,5.544
7.144471,35.63,-66.063,6.619
7.155125,37.52,-66.01,7.126
7.165779,40.11,-65.126,7.353
7.176433,42.35,-64.275,7.361
7.187087,44.59,-62.701,7.709
7.197741,46.55,-60.67,8.281
7.208395,48.02,-58.184,8.292
7.219049,49.28,-55.426,8.779
7.229703,50.05,-52.969,9.354
7.240357,50.19,-49.753,10.063
7.251011,50.26,-46.594,10.691
7.261647,49.56,-42.904,11.129
7.272283,49.14,-39.056,10.67
7.282919,48.37,-35.581,9.506
7.293555,46.76,-31.964,7.94
7.304191,45.85,-28.149,6.054
7.314827,44.8,-24.264,4.18
7.325463,43.26,-20.206,2.124
7.336099,42.21,-16.463,0.651
7.346735,41.3,-13.296,-0.781
7.357371,39.69,-10.511,-2.067
7.368007,37.45,-8.151,-3.356
7.378643,33.95,-5.949,-4.958
7.389279,30.66,-3.302,-6.269
7.399915,27.65,-0.208,-7.287
7.410513,24.36,1.929,-8.118
7.421111,21.42,4.751,-8.403
7.431709,18.76,7.906,-8.557
7.442307,16.38,10.947,-7.665
7.452905,12.95,14.982,-7.167
7.463503,7.49,19.593,-7.918
7.474101,0.56,24.239,-10.084
7.484699,-7.42,28.967,-12.307
7.495297,-16.24,33.582,-13.483
7.505895,-24.15,38.046,-13.407
7.516493,-30.8,42.105,-13.047
7.527091,-36.05,45.248,-13.132
7.537689,-40.25,47.052,-14.094
7.548239,-44.24,47.908,-15.72
7.558789,-47.6,48.544,-17.313
7.569339,-49.7,49.399,-20.148
7.579889,-51.24,50.919,-23.932
7.590439,-52.57,53.477,-29.167
7.600989,-53.69,56.36,-34.629
7.611539,-54.25,58.962,-39.715
7.622089,-54.81,60.884,-42.148
7.632639,-54.95,61.934,-42.46
7.643189,-54.46,62.275,-40.765
7.653739,-52.92,61.566,-38.758
7.664289,-51.66,59.972,-36.978
7.674808,-49.91,57.904,-34.926
7.685327,-47.81,55.302,-32.257
7.695846,-45.36,51.957,-29.009
7.706365,-42.49,47.971,-26.157
7.716884,-40.18,43.053,-23.257
7.727403,-37.45,37.36,-19.996
7.737922,-34.72,31.197,-15.681
7.748441,-32.13,24.341,-11.061
7.75896,-30.1,17.375,-5.821
7.769479,-27.65,10.113,-0.918
7.779998,-25.34,3.317,3.357
7.790517,-24.43,-2.862,6.959
7.801036,-23.59,-9.134,10.686
7.811541,-22.82,-14.089,15.001
7.822046,-22.54,-17.734,18.339
7.832551,-22.26,-20.892,21.336
7.843056,-21.84,-22.437,22.841
7.853561,-22.26,-22.826,23.838
7.864066,-22.54,-22.469,23.83
7.874571,-23.1,-21.395,23.38
7.885076,-23.94,-20.312,23.287
7.895581,-24.85,-18.857,22.69
7.906086,-25.06,-16.89,21.615
7.916591,-24.99,-14.911,20.472
7.927096,-24.29,-12.892,18.695
