Time,AccelerometerX,AccelerometerY,AccelerometerZ 
1.395198,-0.471,-10.142,-1.669
1.405123,-0.392,-10.326,-1.98
1.415048,-0.471,-10.11,-1.623
1.424973,-0.431,-9.967,-1.757
1.434875,-0.392,-9.842,-2.014
1.444777,-0.431,-9.851,-1.737
1.454679,-0.471,-9.858,-1.698
1.464581,-0.471,-9.862,-1.898
1.474483,-0.431,-9.83,-1.853
1.484385,-0.431,-9.855,-1.937
1.494287,-0.392,-9.862,-1.898
1.504189,-0.392,-9.842,-2.014
1.514091,-0.353,-9.914,-1.828
1.523993,-0.353,-9.901,-1.905
1.533895,-0.353,-9.914,-1.828
1.543797,-0.314,-9.849,-1.976
1.553699,-0.314,-9.908,-1.866
1.563601,-0.275,-9.901,-1.905
1.573503,-0.275,-9.908,-1.866
1.583397,-0.235,-9.83,-1.853
1.593291,-0.235,-9.858,-1.698
1.603185,-0.196,-9.851,-1.737
1.613079,-0.196,-9.844,-1.776
1.622973,-0.157,-9.844,-1.776
1.632867,-0.196,-9.862,-1.898
1.642761,-0.196,-9.908,-1.866
1.652655,-0.196,-9.914,-1.828
1.662549,-0.235,-9.876,-1.821
1.672443,-0.235,-9.837,-1.814
1.682337,-0.235,-9.883,-1.782
1.692231,-0.275,-9.871,-1.621
1.702128,-0.275,-9.914,-1.828
1.712025,-0.275,-9.942,-1.673
1.721922,-0.275,-9.928,-1.751
1.731819,-0.314,-9.98,-1.68
1.741716,-0.314,-9.967,-1.757
1.751613,-0.275,-9.994,-1.603
1.76151,-0.314,-10.001,-1.564
1.771407,-0.353,-10.046,-1.532
1.781304,-0.353,-10.001,-1.564
1.791201,-0.392,-9.994,-1.603
1.801098,-0.353,-10.039,-1.571
1.810995,-0.353,-10.033,-1.61
1.820892,-0.353,-10.039,-1.571
1.830802,-0.314,-10.001,-1.564
1.840712,-0.275,-10.039,-1.571
1.850622,-0.275,-10.039,-1.571
1.860532,-0.314,-10.008,-1.526
1.870442,-0.314,-9.994,-1.603
1.880352,-0.353,-10.001,-1.564
1.890262,-0.314,-9.949,-1.635
1.900172,-0.314,-9.955,-1.596
1.910082,-0.314,-9.935,-1.712
1.919992,-0.314,-9.967,-1.757
1.929902,-0.314,-10.026,-1.648
1.939812,-0.314,-9.994,-1.603
1.949722,-0.353,-9.976,-1.48
1.959632,-0.392,-9.942,-1.673
1.969542,-0.431,-9.924,-1.551
1.979452,-0.471,-9.949,-1.635
1.989359,-0.51,-9.987,-1.642
1.999266,-0.549,-10.014,-1.487
2.009173,-0.588,-9.98,-1.68
2.01908,-0.628,-9.987,-1.642
2.028987,-0.628,-9.987,-1.642
2.038894,-0.706,-9.985,-1.88
2.048801,-0.667,-10.049,-1.971
2.058708,-0.667,-10.094,-1.939
2.068615,-0.588,-10.074,-2.055
2.078522,-0.549,-9.976,-2.157
2.088429,-0.549,-9.955,-2.273
2.098336,-0.549,-9.871,-2.298
2.108228,-0.549,-9.883,-2.46
2.11812,-0.549,-9.826,-2.33
2.128012,-0.549,-9.749,-2.316
2.137904,-0.549,-9.683,-2.464
2.147796,-0.588,-9.644,-2.457
2.157688,-0.628,-9.612,-2.412
2.16758,-0.588,-9.574,-2.405
2.177472,-0.588,-9.419,-2.378
2.187364,-0.588,-9.349,-2.326
2.197256,-0.588,-9.278,-2.273
2.207148,-0.588,-9.331,-2.203
2.21704,-0.549,-9.426,-2.339
2.226932,-0.549,-9.594,-2.289
2.236824,-0.549,-9.64,-2.257
2.246738,-0.51,-9.653,-2.18
2.256652,-0.549,-9.674,-2.064
2.266566,-0.471,-9.596,-2.051
2.27648,-0.471,-9.505,-2.114
2.286394,-0.431,-9.505,-2.114
2.296308,-0.314,-9.512,-2.076
2.306222,-0.275,-9.505,-2.114
2.316136,-0.157,-9.526,-1.998
2.32605,0.0,-9.558,-2.044
2.335964,0.118,-9.751,-2.078
2.345878,0.235,-9.892,-2.182
2.355792,0.431,-9.976,-2.157
2.365707,0.667,-9.905,-2.105
2.375622,0.941,-9.914,-1.828
2.385537,1.255,-9.876,-1.821
2.395452,1.608,-9.851,-1.737
2.405367,1.804,-9.746,-1.878
2.415282,2.001,-9.837,-1.814
2.425197,2.157,-9.869,-1.86
2.435112,2.314,-9.953,-1.835
2.445027,2.471,-9.953,-1.835
2.454942,2.589,-10.224,-1.882
2.464857,2.707,-10.224,-1.882
2.474772,2.824,-10.405,-1.755
2.484687,2.903,-10.553,-1.821
2.494602,2.981,-10.655,-1.919
2.504548,3.06,-10.746,-1.855
2.514494,1.373,-12.093,0.815
2.52444,1.138,-11.669,-1.141
2.534386,3.373,-9.651,-2.419
2.544332,3.177,-8.694,-3.325
2.554278,3.452,-9.415,-2.178
2.564224,2.314,-9.944,-1.435
2.57417,2.511,-8.042,-4.764
2.584116,2.236,-10.119,-0.669
2.594062,1.804,-9.162,-2.253
2.604008,1.569,-9.321,-0.449
2.613954,1.844,-8.204,-3.398
2.6239,1.687,-9.426,-1.662
2.633872,1.53,-9.135,-2.407
2.643844,1.491,-9.44,-1.585
2.653816,1.412,-9.101,-2.601
2.663788,1.53,-9.537,-2.16
2.67376,1.844,-9.444,-2.462
2.683732,1.961,-9.601,-2.251
2.693704,1.883,-9.653,-2.18
2.703676,1.922,-9.633,-2.296
2.713648,2.001,-9.783,-2.123
2.72362,1.961,-9.671,-2.303
2.733592,2.04,-9.951,-2.073
2.743564,2.118,-9.803,-2.685
2.753536,2.197,-10.028,-2.087
2.763526,2.236,-9.846,-2.214
2.773516,2.314,-9.874,-2.06
2.783506,2.314,-9.774,-2.4
2.793496,2.314,-9.84,-2.253
2.803486,2.275,-9.871,-2.298
2.813476,2.275,-9.949,-2.312
2.823466,2.275,-9.91,-2.305
2.833456,2.197,-9.724,-2.232
2.843446,2.157,-9.69,-2.426
2.853436,2.079,-9.612,-2.412
2.863426,2.04,-9.64,-2.257
2.873416,1.922,-9.521,-2.476
2.883406,1.804,-9.671,-2.303
2.893396,1.687,-9.58,-2.366
2.903386,1.608,-9.844,-2.453
2.913371,1.491,-9.858,-2.375
2.923356,1.451,-9.928,-2.428
2.933341,1.412,-9.935,-2.389
2.943326,1.412,-9.824,-2.569
2.953311,1.412,-9.81,-2.646
2.963296,1.412,-9.83,-2.53
2.973281,1.451,-9.726,-2.671
2.983266,1.491,-9.726,-2.671
2.993251,1.53,-9.708,-2.548
3.003236,1.53,-9.565,-2.682
3.013221,1.569,-9.59,-2.766
3.023206,1.569,-9.59,-2.766
3.033207,1.569,-9.621,-2.812
3.043208,1.569,-9.633,-2.973
3.053209,1.608,-9.751,-2.755
3.06321,1.726,-9.776,-2.839
3.073211,1.844,-9.796,-2.723
3.083212,2.079,-9.855,-2.614
3.093213,2.197,-9.86,-2.814
3.103214,2.354,-9.86,-2.814
3.113215,2.393,-9.737,-2.832
3.123216,2.314,-9.54,-2.598
3.133217,2.118,-9.376,-2.848
3.143218,2.001,-9.362,-2.925
3.153219,1.922,-9.569,-2.882
3.163223,1.765,-9.712,-2.748
3.173227,1.53,-9.506,-2.791
3.183231,1.451,-9.406,-3.132
3.193235,1.373,-9.51,-2.991
3.203239,1.294,-9.569,-2.882
3.213243,1.294,-9.497,-3.069
3.223247,1.255,-9.456,-3.3
3.233251,1.177,-9.547,-3.237
3.243255,1.177,-9.558,-3.398
3.253259,1.098,-9.558,-3.398
3.263263,0.902,-9.46,-3.5
3.273267,0.785,-9.435,-3.416
3.283271,0.745,-9.422,-3.494
3.293279,0.628,-9.403,-3.371
3.303287,0.549,-9.292,-3.55
3.313295,0.549,-9.215,-3.537
3.323303,0.549,-9.24,-3.621
3.333311,0.549,-9.247,-3.582
3.343319,0.51,-9.324,-3.596
3.353327,0.431,-9.331,-3.557
3.363335,0.392,-9.324,-3.596
3.373343,0.353,-9.313,-3.434
3.383351,0.314,-9.292,-3.55
3.393359,0.353,-9.247,-3.582
3.403367,0.314,-9.292,-3.55
3.413375,0.314,-9.335,-3.757
3.423365,0.314,-9.381,-3.725
3.433355,0.353,-9.426,-3.694
3.443345,0.353,-9.406,-3.809
3.453335,0.353,-9.394,-3.648
3.463325,0.353,-9.356,-3.641
3.473315,0.353,-9.124,-3.6
3.483305,0.392,-9.24,-3.621
3.493295,0.353,-9.24,-3.621
3.503285,0.353,-9.292,-3.55
3.513275,0.431,-9.338,-3.519
3.523265,0.431,-9.324,-3.596
3.533255,0.431,-9.306,-3.473
3.543245,0.431,-9.288,-3.35
3.553235,0.392,-9.276,-3.189
3.563187,0.431,-9.308,-3.235
3.573139,0.431,-9.399,-3.171
3.583091,0.431,-9.528,-3.114
3.593043,0.431,-9.64,-2.935
3.602995,0.431,-9.703,-3.025
3.612947,0.392,-9.853,-2.853
3.622899,0.392,-9.983,-2.796
3.632851,0.392,-10.053,-2.848
3.642803,0.353,-10.176,-2.83
3.652755,0.353,-10.162,-2.907
3.662707,0.353,-10.201,-2.914
3.672659,0.353,-10.233,-2.959
3.682611,0.392,-10.194,-2.953
3.692542,0.314,-10.101,-3.255
3.702473,0.353,-10.09,-3.094
3.712404,0.314,-9.946,-3.228
3.722335,0.314,-9.869,-3.214
3.732266,0.314,-9.81,-3.323
3.742197,0.235,-9.74,-3.271
3.752128,0.235,-9.624,-3.25
3.762059,0.235,-9.526,-3.353
3.77199,0.157,-9.487,-3.346
3.781921,0.196,-9.487,-3.346
3.791852,0.157,-9.442,-3.378
3.801783,0.157,-9.403,-3.371
3.811714,0.196,-9.376,-3.525
3.821614,0.196,-9.383,-3.487
3.831514,0.196,-9.383,-3.487
3.841414,0.196,-9.408,-3.571
3.851314,0.235,-9.369,-3.564
3.861214,0.275,-9.363,-3.603
3.871114,0.314,-9.401,-3.609
3.881014,0.353,-9.338,-3.519
3.890914,0.353,-9.324,-3.596
3.900814,0.353,-9.338,-3.519
3.910714,0.392,-9.31,-3.673
3.920614,0.431,-9.394,-3.648
3.930514,0.431,-9.394,-3.648
3.940414,0.431,-9.447,-3.578
3.950314,0.431,-9.433,-3.655
3.960186,0.431,-9.406,-3.809
3.970058,0.392,-9.408,-3.571
3.97993,0.392,-9.394,-3.648
3.989802,0.431,-9.415,-3.532
3.999674,0.392,-9.485,-3.584
4.009546,0.392,-9.419,-3.732
4.019418,0.392,-9.485,-3.584
4.02929,0.392,-9.394,-3.648
4.039162,0.353,-9.401,-3.609
4.049034,0.314,-9.401,-3.609
4.058906,0.275,-9.394,-3.648
4.068778,0.314,-9.356,-3.641
4.07865,0.235,-9.376,-3.525
4.088511,0.235,-9.428,-3.455
4.098372,0.196,-9.46,-3.5
4.108233,0.235,-9.442,-3.378
4.118094,0.196,-9.428,-3.455
4.127955,0.196,-9.449,-3.339
4.137816,0.196,-9.383,-3.487
4.147677,0.196,-9.422,-3.494
4.157538,0.157,-9.442,-3.378
4.167399,0.196,-9.435,-3.416
4.17726,0.196,-9.481,-3.384
4.187121,0.196,-9.487,-3.346
4.196982,0.196,-9.533,-3.314
4.206843,0.157,-9.553,-3.198
4.216705,0.157,-9.547,-3.237
4.226567,0.157,-9.547,-3.237
4.236429,0.118,-9.56,-3.159
4.246291,0.078,-9.567,-3.121
4.256153,0.118,-9.599,-3.166
4.266015,0.078,-9.703,-3.025
4.275877,0.118,-9.742,-3.032
4.285739,0.078,-9.787,-3.0
4.295601,0.039,-9.801,-2.923
4.305463,0.078,-9.84,-2.93
4.315325,0.078,-9.846,-2.891
4.325187,0.118,-9.86,-2.814
4.335049,0.118,-9.853,-2.853
4.344921,0.118,-9.821,-2.807
4.354793,0.196,-9.815,-2.846
4.364665,0.157,-9.86,-2.814
4.374537,0.235,-9.821,-2.807
4.384409,0.235,-9.769,-2.878
4.394281,0.235,-9.815,-2.846
4.404153,0.275,-9.81,-2.646
4.414025,0.314,-9.853,-2.853
4.423897,0.314,-9.86,-2.814
4.433769,0.314,-9.86,-2.814
4.443641,0.314,-9.874,-2.737
4.453513,0.392,-9.874,-2.737
4.463385,0.353,-9.867,-2.775
4.473257,0.392,-9.849,-2.653
4.483116,0.314,-9.801,-2.923
4.492975,0.392,-9.749,-2.994
4.502834,0.392,-9.796,-2.723
4.512693,0.353,-9.79,-2.762
4.522552,0.275,-9.751,-2.755
4.532411,0.275,-9.751,-2.755
4.54227,0.196,-9.783,-2.8
4.552129,0.157,-9.751,-2.755
4.561988,0.196,-9.796,-2.723
4.571847,0.196,-9.835,-2.73
4.581706,0.157,-9.79,-2.762
4.591565,0.118,-9.758,-2.716
4.601424,0.078,-9.758,-2.716
4.611286,0.118,-9.744,-2.794
4.621148,0.157,-9.726,-2.671
4.63101,0.118,-9.733,-2.632
4.640872,0.157,-9.765,-2.678
4.650734,0.157,-9.751,-2.755
4.660596,0.157,-9.758,-2.716
4.670458,0.157,-9.778,-2.6
4.68032,0.157,-9.758,-2.716
4.690182,0.196,-9.796,-2.723
4.700044,0.196,-9.758,-2.716
4.709906,0.196,-9.81,-2.646
4.719768,0.196,-9.765,-2.678
4.72963,0.235,-9.771,-2.639
4.739508,0.196,-9.79,-2.762
4.749386,0.157,-9.817,-2.607
4.759264,0.157,-9.835,-2.73
4.769142,0.157,-9.803,-2.685
4.77902,0.157,-9.778,-2.6
4.788898,0.157,-9.771,-2.639
4.798776,0.157,-9.765,-2.678
4.808654,0.118,-9.765,-2.678
4.818532,0.118,-9.796,-2.723
4.82841,0.118,-9.799,-2.485
4.838288,0.118,-9.79,-2.762
4.848166,0.118,-9.765,-2.678
4.858044,0.118,-9.751,-2.755
4.867945,0.078,-9.765,-2.678
4.877846,0.078,-9.771,-2.639
4.887747,0.078,-9.796,-2.723
4.897648,0.078,-9.758,-2.716
4.907549,0.078,-9.758,-2.716
4.91745,0.118,-9.765,-2.678
4.927351,0.118,-9.81,-2.646
4.937252,0.118,-9.758,-2.716
4.947153,0.118,-9.783,-2.8
4.957054,0.118,-9.765,-2.678
4.966955,0.157,-9.765,-2.678
4.976856,0.157,-9.726,-2.671
4.986757,0.118,-9.744,-2.794
4.996651,0.118,-9.783,-2.8
5.006545,0.118,-9.803,-2.685
5.016439,0.118,-9.726,-2.671
5.026333,0.118,-9.758,-2.716
5.036227,0.118,-9.751,-2.755
5.046121,0.118,-9.751,-2.755
5.056015,0.157,-9.737,-2.832
5.065909,0.196,-9.751,-2.755
5.075803,0.196,-9.771,-2.639
5.085697,0.157,-9.744,-2.794
5.095591,0.157,-9.744,-2.794
5.105485,0.157,-9.751,-2.755
5.115379,0.157,-9.783,-2.8
5.125273,0.118,-9.765,-2.678
5.135166,0.118,-9.706,-2.787
5.145059,0.157,-9.712,-2.748
5.154952,0.157,-9.681,-2.703
5.164845,0.196,-9.674,-2.741
5.174738,0.157,-9.681,-2.703
5.184631,0.118,-9.719,-2.71
5.194524,0.118,-9.719,-2.71
5.204417,0.118,-9.719,-2.71
5.21431,0.157,-9.765,-2.678
5.224203,0.157,-9.758,-2.716
5.234096,0.157,-9.765,-2.678
5.243989,0.196,-9.744,-2.794
5.253882,0.196,-9.758,-2.716
5.26378,0.235,-9.71,-2.987
5.273678,0.275,-9.724,-2.91
5.283576,0.235,-9.737,-2.832
5.293474,0.235,-9.737,-2.832
5.303372,0.235,-9.79,-2.762
5.31327,0.275,-9.751,-2.755
5.323168,0.235,-9.79,-2.762
5.333066,0.235,-9.751,-2.755
5.342964,0.235,-9.719,-2.71
5.352862,0.235,-9.733,-2.632
5.36276,0.235,-9.751,-2.755
5.372658,0.157,-9.751,-2.755
5.382556,0.196,-9.751,-2.755
5.392454,0.196,-9.751,-2.755
5.402371,0.157,-9.769,-2.878
5.412288,0.196,-9.796,-2.723
5.422205,0.196,-9.79,-2.762
5.432122,0.157,-9.79,-2.762
5.442039,0.157,-9.803,-2.685
5.451956,0.157,-9.744,-2.794
5.461873,0.118,-9.758,-2.716
5.47179,0.118,-9.712,-2.748
5.481707,0.118,-9.744,-2.794
5.491624,0.118,-9.744,-2.794
5.501541,0.118,-9.712,-2.748
5.511458,0.078,-9.737,-2.832
5.521375,0.118,-9.744,-2.794
5.531325,0.157,-9.81,-2.646
5.541275,0.157,-9.737,-2.832
5.551225,0.118,-9.737,-2.832
5.561175,0.118,-9.724,-2.91
5.571125,0.118,-9.783,-2.8
5.581075,0.118,-9.769,-2.878
5.591025,0.078,-9.769,-2.878
5.600975,0.118,-9.769,-2.878
5.610925,0.118,-9.776,-2.839
5.620875,0.078,-9.762,-2.916
5.630825,0.118,-9.703,-3.025
5.640775,0.078,-9.71,-2.987
5.650725,0.078,-9.717,-2.948
5.660694,0.118,-9.685,-2.903
5.670663,0.078,-9.64,-2.935
5.680632,0.118,-9.594,-2.966
5.690601,0.118,-9.633,-2.973
5.70057,0.118,-9.64,-2.935
5.710539,0.118,-9.665,-3.019
5.720508,0.118,-9.619,-3.05
5.730477,0.118,-9.633,-2.973
5.740446,0.118,-9.601,-2.928
5.750415,0.157,-9.626,-3.012
5.760384,0.157,-9.626,-3.012
5.770353,0.157,-9.606,-3.128
5.780322,0.196,-9.626,-3.012
5.790291,0.157,-9.678,-2.941
5.80026,0.157,-9.612,-3.089
5.810255,0.157,-9.619,-3.05
5.82025,0.118,-9.637,-3.173
5.830245,0.118,-9.671,-2.98
5.84024,0.157,-9.658,-3.057
5.850235,0.157,-9.685,-2.903
5.86023,0.157,-9.665,-3.019
5.870225,0.157,-9.626,-3.012
5.88022,0.157,-9.665,-3.019
5.890215,0.157,-9.619,-3.05
5.90021,0.196,-9.619,-3.05
5.910205,0.196,-9.644,-3.134
5.9202,0.235,-9.658,-3.057
5.93022,0.235,-9.696,-3.064
5.94024,0.235,-9.683,-3.141
5.95026,0.196,-9.703,-3.025
5.96028,0.235,-9.71,-2.987
5.9703,0.196,-9.665,-3.019
5.98032,0.157,-9.678,-2.941
5.99034,0.157,-9.665,-3.019
6.00036,0.118,-9.678,-2.941
6.01038,0.157,-9.646,-2.896
6.0204,0.118,-9.633,-2.973
6.03042,0.157,-9.64,-2.935
6.04044,0.157,-9.626,-3.012
6.05046,0.157,-9.737,-2.832
6.06046,0.196,-9.685,-2.903
6.07046,0.196,-9.71,-2.987
6.08046,0.196,-9.724,-2.91
6.09046,0.196,-9.717,-2.948
6.10046,0.157,-9.742,-3.032
6.11046,0.157,-9.756,-2.955
6.12046,0.157,-9.84,-2.93
6.13046,0.157,-9.756,-2.955
6.14046,0.157,-9.787,-3.0
6.15046,0.157,-9.762,-2.916
6.16046,0.157,-9.724,-2.91
6.17046,0.157,-9.71,-2.987
6.18046,0.157,-9.724,-2.91
6.19046,0.157,-9.737,-2.832
6.200481,0.157,-9.678,-2.941
6.210502,0.157,-9.717,-2.948
6.220523,0.157,-9.724,-2.91
6.230544,0.157,-9.731,-2.871
6.240565,0.118,-9.692,-2.864
6.250586,0.157,-9.731,-2.871
6.260607,0.118,-9.731,-2.871
6.270628,0.078,-9.749,-2.994
6.280649,0.078,-9.724,-2.91
6.29067,0.078,-9.724,-2.91
6.300691,0.118,-9.731,-2.871
6.310712,0.078,-9.737,-2.832
6.320733,0.118,-9.678,-2.941
6.330748,0.118,-9.724,-2.91
6.340763,0.078,-9.717,-2.948
6.350778,0.078,-9.665,-3.019
6.360793,0.118,-9.685,-2.903
6.370808,0.078,-9.724,-2.91
6.380823,0.118,-9.724,-2.91
6.390838,0.118,-9.756,-2.955
6.400853,0.118,-9.756,-2.955
6.410868,0.118,-9.717,-2.948
6.420883,0.118,-9.685,-2.903
6.430898,0.118,-9.678,-2.941
6.440913,0.078,-9.717,-2.948
6.450928,0.078,-9.724,-2.91
6.460943,0.118,-9.685,-2.903
6.470917,0.118,-9.653,-2.857
6.480891,0.118,-9.692,-2.864
6.490865,0.078,-9.671,-2.98
6.500839,0.078,-9.671,-2.98
6.510813,0.078,-9.678,-2.941
6.520787,0.078,-9.71,-2.987
6.530761,0.078,-9.71,-2.987
6.540735,0.078,-9.692,-2.864
6.550709,0.078,-9.671,-2.98
6.560683,0.118,-9.651,-3.096
6.570657,0.118,-9.717,-2.948
6.580631,0.118,-9.671,-2.98
6.590605,0.078,-9.678,-2.941
6.600561,0.078,-9.696,-3.064
6.610517,0.118,-9.665,-3.019
6.620473,0.118,-9.678,-2.941
6.630429,0.118,-9.665,-3.019
6.640385,0.157,-9.64,-2.935
6.650341,0.157,-9.64,-2.935
6.660297,0.157,-9.671,-2.98
6.670253,0.157,-9.826,-3.007
6.680209,0.196,-9.71,-2.987
6.690165,0.196,-9.671,-2.98
6.700121,0.157,-9.678,-2.941
6.710077,0.235,-9.626,-3.012
6.720033,0.235,-9.633,-2.973
6.729989,0.157,-9.646,-2.896
6.739929,0.196,-9.612,-3.089
6.749869,0.196,-9.665,-3.019
6.759809,0.235,-9.665,-3.019
6.769749,0.235,-9.671,-2.98
6.779689,0.235,-9.756,-2.955
6.789629,0.275,-9.731,-2.871
6.799569,0.275,-9.71,-2.987
6.809509,0.275,-9.685,-2.903
6.819449,0.275,-9.703,-3.025
6.829389,0.196,-9.678,-2.941
6.839329,0.196,-9.64,-2.935
6.849269,0.196,-9.633,-2.973
6.859209,0.196,-9.646,-2.896
6.869134,0.118,-9.615,-2.85
6.879059,0.118,-9.608,-2.889
6.888984,0.157,-9.678,-2.941
6.898909,0.196,-9.731,-2.871
6.908834,0.157,-9.724,-2.91
6.918759,0.157,-9.731,-2.871
6.928684,0.157,-9.731,-2.871
6.938609,0.196,-9.762,-2.916
6.948534,0.196,-9.783,-2.8
6.958459,0.118,-9.756,-2.955
6.968384,0.157,-9.762,-2.916
6.978309,0.157,-9.769,-2.878
6.988234,0.196,-9.787,-3.0
6.998151,0.157,-9.762,-2.916
7.008068,0.157,-9.737,-2.832
7.017985,0.196,-9.749,-2.994
